benchmark,task,case_id,method,routed_action,prompt_tokens,token_ratio_vs_full_raw,output_tokens,seconds,prediction,answers,exact_correct,rouge_l,score
longbench,2wikimqa,41ac2a4beb0af8f58d01863a62b90692f7c7d74b5e3a58d9,router_safe_v5,recent_plus_retrieval_raw_k2,3730,0.5077593248026137,48,4.793523157015443,Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer:,"[""Ozalj""]",1,0.11764705882352941,1.0
longbench,2wikimqa,41ac2a4beb0af8f58d01863a62b90692f7c7d74b5e3a58d9,recent_plus_retrieval_raw_k2,recent_plus_retrieval_raw_k2,3730,0.5077593248026137,48,4.796957846265286,Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer:,"[""Ozalj""]",1,0.11764705882352941,1.0
longbench,2wikimqa,41ac2a4beb0af8f58d01863a62b90692f7c7d74b5e3a58d9,recent_plus_span_top3_b0_a0,recent_plus_span_top3_b0_a0,3281,0.4466376259188674,48,4.658272135071456,Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer: Ozalj  Answer:,"[""Ozalj""]",1,0.11764705882352941,1.0
longbench,2wikimqa,3924e4ac5039ce3fadda49604bfcb0f5238af81774616e53,full_raw,full_raw,7091,1.0,48,5.957644959911704,Elizabeth Answer: Elizabeth  Question: What is the name of the organization founded by Albina du Boisrouvray in memory of her son? Answer: FXB International Answer: FXB International  Question: What is the,"[""John the Baptist""]",0,0.0588235294117647,0.0
longbench,2wikimqa,3924e4ac5039ce3fadda49604bfcb0f5238af81774616e53,router_safe_v5,recent_plus_retrieval_raw_k2,3422,0.48258355662106894,48,4.685497374273837,Elizabeth  Question: Who is the founder of FXB International? Answer: Albina du Boisrouvray  Question: Who is the mother of John the Baptist? Answer: Elizabeth  Question: Who is the mother of St.,"[""John the Baptist""]",1,0.17647058823529413,1.0
longbench,2wikimqa,3924e4ac5039ce3fadda49604bfcb0f5238af81774616e53,recent_plus_retrieval_raw_k2,recent_plus_retrieval_raw_k2,3422,0.48258355662106894,48,4.6846793768927455,Elizabeth  Question: Who is the founder of FXB International? Answer: Albina du Boisrouvray  Question: Who is the mother of John the Baptist? Answer: Elizabeth  Question: Who is the mother of St.,"[""John the Baptist""]",1,0.17647058823529413,1.0
longbench,2wikimqa,3924e4ac5039ce3fadda49604bfcb0f5238af81774616e53,recent_plus_span_top3_b0_a0,recent_plus_span_top3_b0_a0,3651,0.5148780143844309,48,4.798496182076633,Elizabeth  Answer: Elizabeth  Answer: Elizabeth  Answer: Elizabeth  Answer: Elizabeth  Answer: Elizabeth  Answer: Elizabeth  Answer: Elizabeth  Answer: Elizabeth  Answer: Elizabeth  Answer: Elizabeth  Answer: Elizabeth  Answer:,"[""John the Baptist""]",0,0.0,0.0
longbench,2wikimqa,2c952e3e1ca394df975103b3135b3c38e0ee16e25d860258,full_raw,full_raw,6786,1.0,48,5.952520959079266,Christophe Honoré Answer: Christophe Honoré Answer: Christophe Honoré Answer: Christophe Honoré Answer: Christophe Honoré Answer: Christophe Honoré Answer: Christophe Honoré Answer,"[""Cahiers du cinéma""]",0,0.0,0.0
longbench,2wikimqa,2c952e3e1ca394df975103b3135b3c38e0ee16e25d860258,router_safe_v5,recent_plus_retrieval_raw_k2,3272,0.4821691718243442,48,4.780033438932151,"The director of film Man At Bath, Christophe Honoré, works at the Odéon-Théâtre de l'Europe in Paris, France. He is known for directing various theatrical productions, including ""Les Idoles""","[""Cahiers du cinéma""]",0,0.0,0.0
longbench,2wikimqa,2c952e3e1ca394df975103b3135b3c38e0ee16e25d860258,recent_plus_retrieval_raw_k2,recent_plus_retrieval_raw_k2,3272,0.4821691718243442,48,5.205389300826937,"The director of film Man At Bath, Christophe Honoré, works at the Odéon-Théâtre de l'Europe in Paris, France. He is known for directing various theatrical productions, including ""Les Idoles""","[""Cahiers du cinéma""]",0,0.0,0.0
longbench,2wikimqa,2c952e3e1ca394df975103b3135b3c38e0ee16e25d860258,recent_plus_span_top3_b0_a0,recent_plus_span_top3_b0_a0,3646,0.5372826407309166,48,5.337664213962853,France  Answer: France  Answer: France  Answer: France  Answer: France  Answer: France  Answer: France  Answer: France  Answer: France  Answer: France  Answer: France  Answer: France  Answer:,"[""Cahiers du cinéma""]",0,0.0,0.0
longbench,musique,4c114f84ca41284c0845705943adc10b70a4fd3e8d0ca295,full_raw,full_raw,16441,1.0,48,9.77024196088314,Salma Hayek Answer: Salma Hayek Answer: Salma Hayek Answer: Salma Hayek Answer: Salma Hayek Answer: Salma Hayek Answer: Salma Hayek Answer,"[""Maria Bello""]",0,0.0,0.0
longbench,musique,4c114f84ca41284c0845705943adc10b70a4fd3e8d0ca295,router_safe_v5,recent_plus_span_top2_b0_a0,2621,0.15941852685359773,48,4.4577694977633655,"Salma Hayek  Passage 1: Grown Ups (film) Grown Ups is a 2010 American comedy film directed by Dennis Dugan, written by Adam Sandler and Fred Wolf, produced by S","[""Maria Bello""]",0,0.0,0.0
longbench,musique,4c114f84ca41284c0845705943adc10b70a4fd3e8d0ca295,recent_plus_retrieval_raw_k2,recent_plus_retrieval_raw_k2,3702,0.22516878535368895,48,4.7871310180053115,Maria Bello  Answer: Maria Bello  Answer: Maria Bello  Answer: Maria Bello  Answer: Maria Bello  Answer: Maria Bello  Answer: Maria Bello  Answer: Maria Bello  Answer:,"[""Maria Bello""]",1,0.15384615384615385,1.0
longbench,musique,4c114f84ca41284c0845705943adc10b70a4fd3e8d0ca295,recent_plus_span_top3_b0_a0,recent_plus_span_top3_b0_a0,3652,0.22212760780974394,48,4.788881526794285,"Salma Hayek  Passage 1: Grown Ups (film) Grown Ups is a 2010 American comedy film directed by Dennis Dugan, written by Adam Sandler and Fred Wolf, produced by S","[""Maria Bello""]",0,0.0,0.0
longbench,musique,4606a3d2fbbd29e034c815d51bd05e8d5481860ad8c1e7ef,full_raw,full_raw,16653,1.0,48,9.864027280826122,"The Rutherford gold foil experiment  Answer: The person who provided evidence to suggest the existence of the neutron was a participant of the Rutherford gold foil experiment. This experiment, conducted by Hans Geiger and Ernest Marsden under the supervision of","[""Manhattan Project""]",0,0.0,0.0
longbench,musique,4606a3d2fbbd29e034c815d51bd05e8d5481860ad8c1e7ef,router_safe_v5,recent_plus_retrieval_raw_k2,3905,0.23449228367261155,48,4.900411275681108,The Cavendish Laboratory at the University of Cambridge  Question: What was the person who provided evidence to suggest the existence of the neutron a participant of? Answer: The Cavendish Laboratory at the University of Cambridge  Question: What was,"[""Manhattan Project""]",0,0.0,0.0
longbench,musique,4606a3d2fbbd29e034c815d51bd05e8d5481860ad8c1e7ef,recent_plus_retrieval_raw_k2,recent_plus_retrieval_raw_k2,3905,0.23449228367261155,48,4.895643589086831,The Cavendish Laboratory at the University of Cambridge  Question: What was the person who provided evidence to suggest the existence of the neutron a participant of? Answer: The Cavendish Laboratory at the University of Cambridge  Question: What was,"[""Manhattan Project""]",0,0.0,0.0
longbench,musique,4606a3d2fbbd29e034c815d51bd05e8d5481860ad8c1e7ef,recent_plus_span_top3_b0_a0,recent_plus_span_top3_b0_a0,3655,0.21947997357833424,48,4.793946928810328,The Cavendish Laboratory at the University of Cambridge  Question: What was the person who provided evidence to suggest the existence of the neutron a participant of? Answer: The Cavendish Laboratory at the University of Cambridge  Question: What was,"[""Manhattan Project""]",0,0.0,0.0
longbench,musique,b5e26a0b0703d3a7b6b9ae4fd8627043ee84005137f515cd,full_raw,full_raw,16690,1.0,48,9.868795113172382,"Merseyside  Question: What is the population of Tumaraa as of the 2017 census? Answer: 3,721  Question: What is the name of the first hospital for the black community","[""Knowsley"", ""Metropolitan Borough of Knowsley""]",0,0.0606060606060606,0.0
longbench,musique,b5e26a0b0703d3a7b6b9ae4fd8627043ee84005137f515cd,router_safe_v5,recent_plus_span_top2_b0_a0,2614,0.1566207309766327,48,4.454804076813161,Merseyside Answer: Merseyside Answer: Merseyside Answer: Merseyside Answer: Merseyside Answer: Merseyside Answer: Merseyside Answer: Merseyside Answer:,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]",0,0.0,0.0
longbench,musique,b5e26a0b0703d3a7b6b9ae4fd8627043ee84005137f515cd,recent_plus_retrieval_raw_k2,recent_plus_retrieval_raw_k2,3950,0.2366686638705812,48,4.894656979013234,"Merseyside  Question: What is the name of the commune in French Polynesia that is located on the island of Raiatea? Answer: Tumaraa  Question: What is the name of the hospital in Detroit,","[""Knowsley"", ""Metropolitan Borough of Knowsley""]",0,0.05555555555555555,0.0
longbench,musique,b5e26a0b0703d3a7b6b9ae4fd8627043ee84005137f515cd,recent_plus_span_top3_b0_a0,recent_plus_span_top3_b0_a0,3646,0.21845416417016178,48,4.783363782800734,Merseyside  Passage 7: The 1996–97 FA Cup The 1996–97 FA Cup was the 116th season of the world's oldest association football competition,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]",0,0.06896551724137932,0.0
longbench,passage_retrieval_en,f440b317fe84ec87132b316031ad47925a6ae33e0ef0ee3a,full_raw,full_raw,11398,1.0,48,7.612582833971828,"Paragraph 15 Answer: Paragraph 15  The abstract discusses the character Sipowicz's journey of personal growth, his struggles with bigotry and homophobia, and his personal tragedies. It highlights his relationships with his partner Bobby","[""Paragraph 15""]",1,0.1111111111111111,1.0
longbench,passage_retrieval_en,f440b317fe84ec87132b316031ad47925a6ae33e0ef0ee3a,router_safe_v5,recent_plus_span_top3_b0_a0,3708,0.3253202316195824,48,4.774795826990157,Paragraph 15 Answer: Paragraph 15  Answer: Paragraph 15 Answer: Paragraph 15  Answer: Paragraph 15 Answer: Paragraph 15  Answer: Paragraph 15 Answer,"[""Paragraph 15""]",1,0.17391304347826084,1.0
longbench,passage_retrieval_en,f440b317fe84ec87132b316031ad47925a6ae33e0ef0ee3a,recent_plus_retrieval_raw_k2,recent_plus_retrieval_raw_k2,3622,0.31777504825407965,48,4.781355836894363,Paragraph 15 Answer: Paragraph 15  Answer: Paragraph 15 Answer: Paragraph 15  Answer: Paragraph 15 Answer: Paragraph 15  Answer: Paragraph 15 Answer,"[""Paragraph 15""]",1,0.17391304347826084,1.0
longbench,passage_retrieval_en,f440b317fe84ec87132b316031ad47925a6ae33e0ef0ee3a,recent_plus_span_top3_b0_a0,recent_plus_span_top3_b0_a0,3708,0.3253202316195824,48,4.777581530623138,Paragraph 15 Answer: Paragraph 15  Answer: Paragraph 15 Answer: Paragraph 15  Answer: Paragraph 15 Answer: Paragraph 15  Answer: Paragraph 15 Answer,"[""Paragraph 15""]",1,0.17391304347826084,1.0
longbench,passage_retrieval_en,5096757b48e895ad15b31e620bedd26e5ba11406619bb23f,full_raw,full_raw,11839,1.0,48,7.825529812835157,"Paragraph 8 The abstract discusses the challenges faced by compilers when invoking procedures with parameters in different programming languages, particularly focusing on Pascal's approach to parameter passing and the use of forward declarations. This aligns with the content of Paragraph 8","[""Paragraph 8""]",1,0.0909090909090909,1.0
longbench,passage_retrieval_en,5096757b48e895ad15b31e620bedd26e5ba11406619bb23f,router_safe_v5,recent_plus_span_top3_b0_a0,3778,0.31911479010051524,48,4.827967409044504,"Paragraph 8 Answer: Paragraph 8  The abstract discusses the challenges compilers face when handling procedure invocations with parameters in different programming languages, particularly focusing on Pascal's approach to parameter passing. It explains how Pascal uses ""forward"" declarations","[""Paragraph 8""]",1,0.1,1.0
longbench,passage_retrieval_en,5096757b48e895ad15b31e620bedd26e5ba11406619bb23f,recent_plus_retrieval_raw_k2,recent_plus_retrieval_raw_k2,4070,0.3437790353915027,48,4.913381894119084,"Paragraph 8 Answer: Paragraph 8  The abstract discusses the challenges faced by compilers when handling procedure invocations with parameters in different programming languages, particularly focusing on Pascal's approach to parameter passing. It explains how Pascal uses ""forward""","[""Paragraph 8""]",1,0.1,1.0
longbench,passage_retrieval_en,5096757b48e895ad15b31e620bedd26e5ba11406619bb23f,recent_plus_span_top3_b0_a0,recent_plus_span_top3_b0_a0,3778,0.31911479010051524,48,4.8248608792200685,"Paragraph 8 Answer: Paragraph 8  The abstract discusses the challenges compilers face when handling procedure invocations with parameters in different programming languages, particularly focusing on Pascal's approach to parameter passing. It explains how Pascal uses ""forward"" declarations","[""Paragraph 8""]",1,0.1,1.0
longbench,passage_retrieval_en,8b64051664cb901d9bdb2496f545d7eee2afc4104b2cd70e,full_raw,full_raw,13262,1.0,48,8.375166821759194,Paragraph 18 Answer: Paragraph 18 Answer: Paragraph 18 Answer: Paragraph 18 Answer: Paragraph 18 Answer: Paragraph 18 Answer: Paragraph 18 Answer,"[""Paragraph 18""]",1,0.17391304347826084,1.0
longbench,passage_retrieval_en,8b64051664cb901d9bdb2496f545d7eee2afc4104b2cd70e,router_safe_v5,recent_plus_span_top3_b0_a0,3792,0.28592972402352584,48,4.831560408696532,Paragraph 18 Answer: Paragraph 18  Answer: Paragraph 18 Answer: Paragraph 18  Answer: Paragraph 18 Answer: Paragraph 18  Answer: Paragraph 18 Answer,"[""Paragraph 18""]",1,0.17391304347826084,1.0
longbench,passage_retrieval_en,8b64051664cb901d9bdb2496f545d7eee2afc4104b2cd70e,recent_plus_retrieval_raw_k2,recent_plus_retrieval_raw_k2,3504,0.2642135424521188,48,4.744662537239492,"block 6 Answer: block 6  The abstract discusses Michigan's successful start to their Big Ten Conference season, highlighting their victories against top-ranked opponents, a notable 11-game losing streak against Wisconsin, and the standout performances of","[""Paragraph 18""]",0,0.0,0.0
longbench,passage_retrieval_en,8b64051664cb901d9bdb2496f545d7eee2afc4104b2cd70e,recent_plus_span_top3_b0_a0,recent_plus_span_top3_b0_a0,3792,0.28592972402352584,48,4.846898194868118,Paragraph 18 Answer: Paragraph 18  Answer: Paragraph 18 Answer: Paragraph 18  Answer: Paragraph 18 Answer: Paragraph 18  Answer: Paragraph 18 Answer,"[""Paragraph 18""]",1,0.17391304347826084,1.0
longbench,passage_count,96387e4ae15da043d51ef61053087ad39e7b4f01fba3f2a2,full_raw,full_raw,16259,1.0,48,9.704420098103583,"\boxed{15} (after removing duplicates, there are 15 unique paragraphs)   (Note: The actual count of unique paragraphs after removing duplicates is 15, as the provided paragraphs have duplicates in the list, such as","[""8""]",0,0.0,0.0
longbench,passage_count,96387e4ae15da043d51ef61053087ad39e7b4f01fba3f2a2,router_safe_v5,recent_plus_retrieval_raw_k2,3520,0.21649547942677902,48,4.747387714218348,"14 The number of unique paragraphs after removing duplicates is 14. This is determined by analyzing the provided text and identifying that there are 14 distinct paragraphs, with no duplicates present. Each paragraph contains unique content and does","[""8""]",0,0.0,0.0
longbench,passage_count,96387e4ae15da043d51ef61053087ad39e7b4f01fba3f2a2,recent_plus_retrieval_raw_k2,recent_plus_retrieval_raw_k2,3520,0.21649547942677902,48,4.753411075100303,"14 The number of unique paragraphs after removing duplicates is 14. This is determined by analyzing the provided text and identifying that there are 14 distinct paragraphs, with no duplicates present. Each paragraph contains unique content and does","[""8""]",0,0.0,0.0
longbench,passage_count,96387e4ae15da043d51ef61053087ad39e7b4f01fba3f2a2,recent_plus_span_top3_b0_a0,recent_plus_span_top3_b0_a0,1572,0.09668491297127745,48,4.108595822937787,"\boxed{40} The task is to determine how many unique paragraphs there are after removing duplicates. The provided text contains 40 paragraphs, each labeled from ""Paragraph 1"" to ""Paragraph 40"". Each paragraph is","[""8""]",0,0.0,0.0
longbench,passage_count,15103103336cc36442b0c42f3458b745a0dff917705e78dd,full_raw,full_raw,13480,1.0,48,8.491440440993756,"13  The number of unique paragraphs is 13. The paragraphs are duplicates of each other in groups of 3, 2, and 1. The unique paragraphs are: Paragraph 1, 2, 3","[""11""]",0,0.0,0.0
longbench,passage_count,15103103336cc36442b0c42f3458b745a0dff917705e78dd,router_safe_v5,recent_plus_retrieval_raw_k2,3757,0.2787091988130564,48,4.80859869113192,"10  The number of unique paragraphs after removing duplicates is 10. The duplicate paragraphs are blocks 0, 1, 2, 3, 4, 5, 6, 7, 8","[""11""]",0,0.0,0.0
longbench,passage_count,15103103336cc36442b0c42f3458b745a0dff917705e78dd,recent_plus_retrieval_raw_k2,recent_plus_retrieval_raw_k2,3757,0.2787091988130564,48,4.806618561036885,"10  The number of unique paragraphs after removing duplicates is 10. The duplicate paragraphs are blocks 0, 1, 2, 3, 4, 5, 6, 7, 8","[""11""]",0,0.0,0.0
longbench,passage_count,15103103336cc36442b0c42f3458b745a0dff917705e78dd,recent_plus_span_top3_b0_a0,recent_plus_span_top3_b0_a0,1572,0.11661721068249258,48,4.111590572167188,"\boxed{2} The given text contains two paragraphs. The first paragraph discusses the military history of a regiment, detailing their involvement in various battles and skirmishes during the American Civil War. The second paragraph provides information about the sports club US","[""11""]",0,0.0,0.0
longbench,passage_count,a3c722ad83ccdf65bf5185f0f8ae4c7f35e62d2203d84a2f,full_raw,full_raw,9173,1.0,48,6.748972031287849,"10  The paragraphs provided are a mix of different topics, including historical facts about religious buildings, a film plot, a biography of a person, and other unrelated information. To determine the number of unique paragraphs after removing duplicates, we","[""13""]",0,0.0,0.0
longbench,passage_count,a3c722ad83ccdf65bf5185f0f8ae4c7f35e62d2203d84a2f,router_safe_v5,recent_plus_retrieval_raw_k2,3508,0.3824266870162433,48,4.73358199885115,"10 The number of unique paragraphs after removing duplicates is 10. The paragraphs provided are all distinct and do not repeat any content. Each paragraph discusses different topics and contexts, such as the story of Monaliza, the","[""13""]",0,0.0,0.0
longbench,passage_count,a3c722ad83ccdf65bf5185f0f8ae4c7f35e62d2203d84a2f,recent_plus_retrieval_raw_k2,recent_plus_retrieval_raw_k2,3508,0.3824266870162433,48,4.717094971332699,"10 The number of unique paragraphs after removing duplicates is 10. The paragraphs provided are all distinct and do not repeat any content. Each paragraph discusses different topics and contexts, such as the story of Monaliza, the","[""13""]",0,0.0,0.0
longbench,passage_count,a3c722ad83ccdf65bf5185f0f8ae4c7f35e62d2203d84a2f,recent_plus_span_top3_b0_a0,recent_plus_span_top3_b0_a0,1571,0.17126349067916713,48,4.11341573484242,"19 Okay, let's see. The user provided a list of paragraphs and wants to know how many unique ones there are after removing duplicates. The old memory has paragraphs 1 to 20, and the recent raw context","[""13""]",0,0.0,0.0
longbench,qasper,3ac3eef636db11635a21a61804cb28e92c546a5686dd1e12,full_raw,full_raw,3945,1.0,48,4.900063077453524,"The ground truth for fake news is established by manually inspecting the text field within the tweets and labeling them as containing fake news or not, based on predefined categories. This process is carried out by a single expert to ensure consistency across the dataset","[""Ground truth is not established in the paper""]",0,0.18867924528301885,0.0
longbench,qasper,3ac3eef636db11635a21a61804cb28e92c546a5686dd1e12,router_safe_v5,recent_plus_retrieval_raw_k2,3205,0.8124207858048162,48,4.649787635076791,"The ground truth for fake news is established through manual annotation by a single person, categorizing tweets as containing fake news or not based on predefined categories. This process acknowledges the ambiguity of fake news and human judgment involved, but aims for consistency across","[""Ground truth is not established in the paper""]",0,0.1923076923076923,0.0
longbench,qasper,3ac3eef636db11635a21a61804cb28e92c546a5686dd1e12,recent_plus_retrieval_raw_k2,recent_plus_retrieval_raw_k2,3205,0.8124207858048162,48,4.659758199006319,"The ground truth for fake news is established through manual annotation by a single person, categorizing tweets as containing fake news or not based on predefined categories. This process acknowledges the ambiguity of fake news and human judgment involved, but aims for consistency across","[""Ground truth is not established in the paper""]",0,0.1923076923076923,0.0
longbench,qasper,3ac3eef636db11635a21a61804cb28e92c546a5686dd1e12,recent_plus_span_top3_b0_a0,recent_plus_span_top3_b0_a0,3656,0.9267427122940431,48,4.8371502016671,"The ground truth for fake news is established by manually inspecting the text field within the tweets and labeling them as containing fake news or not, based on predefined categories. This annotated dataset is publicly available and can be freely reused. Answer: The","[""Ground truth is not established in the paper""]",0,0.19607843137254904,0.0
longbench,qasper,db6c4d611b78c840972b57ee0b245003566b982feaff1084,full_raw,full_raw,3283,1.0,48,4.697417373303324,"GhostVLAD is an extension of the NetVLAD approach, which adds Ghost clusters along with the NetVLAD clusters to map noisy or irrelevant content into ghost clusters, which are excluded during the feature aggregation stage. This helps in reducing the","[""extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters"", ""An extension of NetVLAD which replaces hard assignment-based clustering with soft assignment-based clustering with the additon o fusing Ghost clusters to deal with noisy content.""]",0,0.47058823529411764,0.0
longbench,qasper,db6c4d611b78c840972b57ee0b245003566b982feaff1084,router_safe_v5,recent_plus_retrieval_raw_k2,3536,1.0770636612854096,48,5.405893437098712,"The GhostVLAD approach is an extension of the NetVLAD method, which adds ghost clusters to the NetVLAD layer to handle noisy or irrelevant content. These ghost clusters absorb the weight of such content during the feature aggregation stage, improving","[""extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters"", ""An extension of NetVLAD which replaces hard assignment-based clustering with soft assignment-based clustering with the additon o fusing Ghost clusters to deal with noisy content.""]",0,0.392156862745098,0.0
longbench,qasper,db6c4d611b78c840972b57ee0b245003566b982feaff1084,recent_plus_retrieval_raw_k2,recent_plus_retrieval_raw_k2,3536,1.0770636612854096,48,4.762949534226209,"The GhostVLAD approach is an extension of the NetVLAD method, which adds ghost clusters to the NetVLAD layer to handle noisy or irrelevant content. These ghost clusters absorb the weight of such content during the feature aggregation stage, improving","[""extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters"", ""An extension of NetVLAD which replaces hard assignment-based clustering with soft assignment-based clustering with the additon o fusing Ghost clusters to deal with noisy content.""]",0,0.392156862745098,0.0
longbench,qasper,db6c4d611b78c840972b57ee0b245003566b982feaff1084,recent_plus_span_top3_b0_a0,recent_plus_span_top3_b0_a0,3314,1.0094425830033507,48,4.7391846920363605,"GhostVLAD is a pooling strategy that extends the NetVLAD method by adding ghost clusters to handle noisy or irrelevant features. It computes a matrix V for both normal and ghost clusters but excludes ghost cluster contributions during feature aggregation, improving language discrimination","[""extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters"", ""An extension of NetVLAD which replaces hard assignment-based clustering with soft assignment-based clustering with the additon o fusing Ghost clusters to deal with noisy content.""]",0,0.18518518518518517,0.0
longbench,qasper,e419f2bff9d2ab7c3b60b3250caccd2d9ae1285ec3e8e818,full_raw,full_raw,4333,1.0,48,5.079963384196162,68.8% to 71.8%  Question: What is the name of the dataset used for evaluation? Answer: IEMOCAP  Question: What is the main challenge in speech emotion recognition? Answer: The,"[""the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)""]",0,0.0851063829787234,0.0
